sentence,ID,clean sentence,parse,start_index,end_index,phrase,total_native,total_non_native,native_complex,non_native_complex,complex_binary,complex_probabilistic,split,count,original phrase,syllables,length
"Accusations of sockpuppetry result in many blocks and almost as many unblock requests , as Wikipedia policy calls for the sockpuppet account to be blocked indefinitely and the sockpuppeteer to be blocked for some length of time ( possibly also indefinitely ) .",3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,"Accusations of sockpuppetry result in many blocks and almost as many unblock requests , as Wikipedia policy calls for the sockpuppet account to be blocked indefinitely and the sockpuppeteer to be blocked for some length of time ( possibly also indefinitely ) .",,213,219,length,10,10,0,0,0,0.0,['length'],1,length,1,6
"Accusations of sockpuppetry result in many blocks and almost as many unblock requests , as Wikipedia policy calls for the sockpuppet account to be blocked indefinitely and the sockpuppeteer to be blocked for some length of time ( possibly also indefinitely ) .",3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,"Accusations of sockpuppetry result in many blocks and almost as many unblock requests , as Wikipedia policy calls for the sockpuppet account to be blocked indefinitely and the sockpuppeteer to be blocked for some length of time ( possibly also indefinitely ) .",,230,238,possibly,10,10,0,0,0,0.0,['possibly'],1,possibly,3,8
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,25,30,state,10,10,0,0,0,0.0,['state'],1,state,1,5
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,161,165,part,10,10,0,0,0,0.0,['part'],1,part,1,4
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,4,11,largest,10,10,1,0,1,0.05,['largest'],1,largest,2,7
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,12,17,river,10,10,1,0,1,0.05,['river'],1,river,2,5
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,44,49,river,10,10,0,0,0,0.0,['River'],1,River,2,5
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,68,74,border,10,10,2,4,1,0.3,['border'],1,border,2,6
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,38,43,rhine,10,10,0,0,0,0.0,['Rhine'],1,Rhine,1,5
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,58,63,forms,10,10,0,0,0,0.0,['forms'],1,forms,1,5
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,80,97,baden-württemberg,10,10,1,0,1,0.05,['Baden-Württemberg'],1,Baden-Württemberg,4,17
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,115,124,southeast,10,10,2,2,1,0.2,['southeast'],1,southeast,2,9
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,102,107,hesse,10,10,0,0,0,0.0,['Hesse'],1,Hesse,1,5
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,132,139,flowing,10,10,1,5,1,0.3,['flowing'],1,flowing,2,7
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,152,160,northern,10,10,1,0,1,0.05,['northern'],1,northern,2,8
"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"The largest river in the state is the Rhine River , which forms the border with Baden-Württemberg and Hesse in the southeast before flowing through the northern part of Rhineland-Palatinate .",,169,189,rhineland-palatinate,10,10,3,1,1,0.2,['Rhineland-Palatinate'],1,Rhineland-Palatinate,7,20
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,0,20,rhineland-palatinate,10,10,1,0,1,0.05,['Rhineland-Palatinate'],1,Rhineland-Palatinate,7,20
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,40,49,districts,10,10,3,1,1,0.2,['districts'],1,districts,2,9
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,24,31,divided,10,10,0,0,0,0.0,['divided'],1,divided,3,7
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,52,60,formerly,10,10,0,3,1,0.15,['formerly'],1,formerly,3,8
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,84,98,administrative,10,10,9,2,1,0.55,['administrative'],1,administrative,5,14
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,61,68,grouped,10,10,0,0,0,0.0,['grouped'],1,grouped,1,7
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,99,106,regions,10,10,3,0,1,0.15,['regions'],1,regions,2,7
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,109,116,koblenz,10,10,1,0,1,0.05,['Koblenz'],1,Koblenz,2,7
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,129,146,rheinhessen-pfalz,10,10,2,0,1,0.1,['Rheinhessen-Pfalz'],1,Rheinhessen-Pfalz,0,17
"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .",,119,124,trier,10,10,0,0,0,0.0,['Trier'],1,Trier,2,5
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,7,13,formed,10,10,0,0,0,0.0,['formed'],1,formed,1,6
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,75,83,included,10,10,2,0,1,0.1,['included'],1,included,3,8
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,32,36,part,10,10,0,0,0,0.0,['part'],1,part,1,4
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,134,142,southern,10,10,0,0,0,0.0,['southern'],1,southern,2,8
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,376,383,western,10,10,0,0,0,0.0,['western'],1,western,2,7
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,165,170,rhine,10,10,0,0,0,0.0,['Rhine'],1,Rhine,1,5
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,396,401,rhine,10,10,0,0,0,0.0,['Rhine'],1,Rhine,1,5
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,23,31,northern,10,10,0,1,1,0.05,['northern'],1,northern,2,8
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,227,235,formerly,10,10,3,2,1,0.25,['formerly'],1,formerly,3,8
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,44,50,french,10,10,0,0,0,0.0,['French'],1,French,1,6
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,51,61,occupation,10,10,0,2,1,0.1,['Occupation'],1,Occupation,4,10
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,62,66,zone,10,10,0,1,1,0.05,['Zone'],1,Zone,1,4
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,107,114,rhenish,10,10,1,0,1,0.05,['Rhenish'],1,Rhenish,2,7
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,84,89,parts,10,10,0,0,0,0.0,['parts'],1,parts,1,5
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,143,148,parts,10,10,0,0,0,0.0,['parts'],1,parts,1,5
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,262,267,parts,10,10,0,0,0,0.0,['parts'],1,parts,1,5
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,330,335,parts,10,10,0,0,0,0.0,['parts'],1,parts,1,5
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,93,100,bavaria,10,10,0,0,0,0.0,['Bavaria'],1,Bavaria,4,7
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,115,125,palatinate,10,10,0,0,0,0.0,['Palatinate'],1,Palatinate,4,10
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,156,164,prussian,10,10,0,0,0,0.0,['Prussian'],1,Prussian,2,8
"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK,"It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .",,275,283,prussian,10,10,0,0,0,0.0,['Prussian'],1,Prussian,2,8
